Name,CodeName,OverrideNameTextID,NamePrefixID,OverridePartnerSkillTextID,IsPal,Tribe,BPClass,ZukanIndex,UniqueOnlyB,Size,Rarity,ElementType1,ElementType2,GenusCategory,Organization,weapon,WeaponEquip,HP,MeleeAttack,ShotAttack,Defense,Support,CraftSpeed,EnemyReceiveDamageRate,CaptureRateCorrect,ExpRatio,Price,AIResponse,AISightResponse,SlowWalkSpeed,WalkSpeed,RunSpeed,RideSprintSpeed,TransportSpeed,IsBoss,IsTowerBoss,BattleBGM,IgnoreLeanBack,IgnoreBlowAway,MaxFullStomach,FullStomachDecreaseRate,FoodAmount,ViewingDistance,ViewingAngle,HearingRate,NooseTrap,Nocturnal,BiologicalGrade,Predator,Edible,Stamina,MaleProbability,CombiRank,WorkSuitability_EmitFlame,WorkSuitability_Watering,WorkSuitability_Seeding,WorkSuitability_GenerateElectricity,WorkSuitability_Handcraft,WorkSuitability_Collection,WorkSuitability_Deforest,WorkSuitability_Mining,WorkSuitability_OilExtraction,WorkSuitability_ProductMedicine,WorkSuitability_Cool,WorkSuitability_Transport,WorkSuitability_MonsterFarm,PassiveSkill1,PassiveSkill2,PassiveSkill3,PassiveSkill4,IndexOrder,UniqueOnly,Image,ZukanIndexSuffix,SkillLevelUnlock,SkillUnlockItem,SkillUnlock_,ActiveSkill,ActiveSkillBonus0,ActiveSkillBonus1,ActiveSkillBonus2,ActiveSkillBonus3,ActiveSkillBonus4,Mount,Mount Type,Passive0aCondition,Passive0a,Passive1a,Passive2a,Passive3a,Passive4a,Passive0bCondition,Passive0b,Passive1b,Passive2b,Passive3b,Passive4b,Passive0cCondition,Passive0c,Passive1c,Passive2c,Passive3c,Passive4c
Alpha Ice Kingpaca,BOSS_KingAlpaca_Ice,PAL_NAME_KingAlpaca_Ice,BOSS_NAME_KingAlpaca_Ice,PARTNERSKILL_KingAlpaca_Ice,TRUE,EPalTribeID::KingAlpaca_Ice,BOSS_KingAlpaca_Ice,-1,,EPalSizeType::XL,9,EPalElementType::Ice,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,120,100,85,90,100,100,0.2,0.7,10,6100,NotInterested,None,80,80,500,800,290,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,90,440,0,0,0,0,0,1,0,0,0,0,3,0,0,None,None,None,None,285,TRUE,,,42,SkillUnlock_KingAlpaca_Ice,Saddle,,,,,,,TRUE,Ground,,,,,,,,,,,,,8,MaxInventoryWeight_up_Partnerskill_6,MaxInventoryWeight_up_Partnerskill_7,MaxInventoryWeight_up_Partnerskill_8,MaxInventoryWeight_up_Partnerskill_9,MaxInventoryWeight_up_Partnerskill_10
Alpha Blazamut,BOSS_KingBahamut,PAL_NAME_KingBahamut,BOSS_NAME_KingBahamut,PARTNERSKILL_KingBahamut,TRUE,EPalTribeID::KingBahamut,BOSS_KingBahamut,-1,,EPalSizeType::XL,9,EPalElementType::Fire,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,150,125,120,50,100,0.2,0.7,10,10520,Boss,None,150,400,700,1000,500,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,600,1,9,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,10,3,0,0,0,0,0,0,4,0,0,0,0,0,ElementBoost_Fire_2_PAL,None,None,None,286,FALSE,,,38,SkillUnlock_KingBahamut,Saddle,,,,,,,TRUE,Ground,,,,,,,,,,,,,,ElementBoost_Fire_PAL_PartnerSKill_1,ElementBoost_Fire_PAL_PartnerSKill_2,ElementBoost_Fire_PAL_PartnerSKill_3,ElementBoost_Fire_PAL_PartnerSKill_4,ElementBoost_Fire_PAL_PartnerSKill_5
Alpha Univolt,BOSS_Kirin,PAL_NAME_Kirin,BOSS_NAME_Kirin,PARTNERSKILL_Kirin,TRUE,EPalTribeID::Kirin,BOSS_Kirin,-1,,EPalSizeType::XL,5,EPalElementType::Electricity,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,80,110,105,105,100,100,0.2,0.63,10,4280,Boss,None,80,130,720,1200,425,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,680,0,0,0,2,0,0,1,0,0,0,0,0,0,None,None,None,None,287,FALSE,,,14,SkillUnlock_Kirin,Saddle,,,,,,,TRUE,Ground,together,GiveAElectricity_Ride,GiveAElectricity_Ride,GiveAElectricity_Ride,GiveAElectricity_Ride,GiveAElectricity_Ride,,,,,,,,GiveElement_TrainerATK_UP_PartnerSkill_Ride_1,GiveElement_TrainerATK_UP_PartnerSkill_Ride_2,GiveElement_TrainerATK_UP_PartnerSkill_Ride_3,GiveElement_TrainerATK_UP_PartnerSkill_Ride_4,GiveElement_TrainerATK_UP_PartnerSkill_Ride_5
Alpha Foxparks,BOSS_Kitsunebi,PAL_NAME_Kitsunebi,BOSS_NAME_Kitsunebi,PARTNERSKILL_Kitsunebi,TRUE,EPalTribeID::Kitsunebi,BOSS_Kitsunebi,-1,,EPalSizeType::S,1,EPalElementType::Fire,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,65,70,75,70,100,100,0.4,0.77,10,2560,NotInterested,None,40,80,400,550,240,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1400,1,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None,288,FALSE,,,6,SkillUnlock_Kitsuneb,Harness,Flamethrower,10,11,13,16,20,,,,,,,,,,,,,,,,,,,,
Alpha Flambelle,BOSS_LavaGirl,PAL_NAME_LavaGirl,BOSS_NAME_LavaGirl,PARTNERSKILL_LavaGirl,TRUE,EPalTribeID::LavaGirl,BOSS_LavaGirl,-1,,EPalSizeType::S,1,EPalElementType::Fire,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,60,100,70,80,100,100,0.2,0.77,10,2500,NotInterested,None,65,98,250,375,140,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1405,1,0,0,0,1,0,0,0,0,0,0,1,1,None,None,None,None,289,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,CharacterSpawnItem_LavaGirl_1,CharacterSpawnItem_LavaGirl_2,CharacterSpawnItem_LavaGirl_3,CharacterSpawnItem_LavaGirl_4,CharacterSpawnItem_LavaGirl_5
Alpha Dumud,BOSS_LazyCatfish,PAL_NAME_LazyCatfish,BOSS_NAME_LazyCatfish,PARTNERSKILL_LazyCatfish,TRUE,EPalTribeID::LazyCatfish,BOSS_LazyCatfish,-1,,EPalSizeType::XL,4,EPalElementType::Earth,EPalElementType::None,EPalGenusCategoryType::Fish,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,70,95,100,100,0.4,0.7,10,4690,NotInterested,None,100,150,450,600,300,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,300,1,4,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,895,0,1,0,0,0,0,0,2,1,0,0,1,0,None,None,None,None,290,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Earth Pal,PAL_ElementPassive_Test,PAL_ElementPassive_1,PAL_ElementPassive_2,PAL_ElementPassive_3,PAL_ElementPassive_4
Alpha Relaxaurus,BOSS_LazyDragon,PAL_NAME_LazyDragon,BOSS_NAME_LazyDragon,PARTNERSKILL_LazyDragon,TRUE,EPalTribeID::LazyDragon,BOSS_LazyDragon,-1,,EPalSizeType::XL,8,EPalElementType::Dragon,EPalElementType::Water,EPalGenusCategoryType::Monster,EPalOrganizationType::None,EPalWeaponType::None,FALSE,110,110,100,70,100,100,0.2,0.7,10,10240,Boss,None,40,60,650,900,150,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,280,0,2,0,0,0,0,0,0,0,0,0,1,0,PAL_FullStomach_Up_1,None,None,None,291,FALSE,,,44,SkillUnlock_LazyDragon,Saddle,UniqueRideShooting_MultiMissile,10,11,13,16,20,TRUE,,,,,,,,,,,,,,,,,,,
Alpha Relaxaurus Lux,BOSS_LazyDragon_Electric,PAL_NAME_LazyDragon_Electric,BOSS_NAME_LazyDragon_Electric,PARTNERSKILL_LazyDragon_Electric,TRUE,EPalTribeID::LazyDragon_Electric,BOSS_LazyDragon_Electric,-1,,EPalSizeType::XL,9,EPalElementType::Dragon,EPalElementType::Electricity,EPalGenusCategoryType::Monster,EPalOrganizationType::None,EPalWeaponType::None,FALSE,110,110,110,75,100,100,0.2,0.7,10,10380,Boss,None,40,60,650,900,150,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,270,0,0,0,3,0,0,0,0,0,0,0,1,0,None,None,None,None,292,TRUE,,,46,SkillUnlock_LazyDragon_Electric,Saddle,UniqueRideShooting_MultiMissile,10,11,13,16,20,TRUE,,,,,,,,,,,,,,,,,,,
Alpha Lyleen,BOSS_LilyQueen,PAL_NAME_LilyQueen,BOSS_NAME_LilyQueen,PARTNERSKILL_LilyQueen,TRUE,EPalTribeID::LilyQueen,BOSS_LilyQueen,-1,,EPalSizeType::XL,9,EPalElementType::Leaf,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,110,100,110,105,100,100,0.2,0.7,10,7160,Boss,None,60,100,450,550,275,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,400,1,6,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,30,250,0,0,4,0,3,2,0,0,0,3,0,0,0,ElementBoost_Leaf_2_PAL,None,None,None,293,TRUE,,,,,,Heal_LilyQueen,1000,1100,1300,1600,2000,,,,,,,,,,,,,,,,,,,,
Alpha Lyleen Noct,BOSS_LilyQueen_Dark,PAL_NAME_LilyQueen_Dark,BOSS_NAME_LilyQueen_Dark,PARTNERSKILL_LilyQueen_Dark,TRUE,EPalTribeID::LilyQueen_Dark,BOSS_LilyQueen_Dark,-1,,EPalSizeType::XL,10,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,110,100,110,115,100,100,0.2,0.7,10,7610,Boss,None,60,100,450,550,275,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,400,1,6,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,30,210,0,0,0,0,3,2,0,0,0,3,0,0,0,None,None,None,None,294,TRUE,,,,,,Heal_LilyQueen,1000,1100,1300,1600,2000,,,,,,,,,,,,,,,,,,,,
Alpha Bristla,BOSS_LittleBriarRose,PAL_NAME_LittleBriarRose,BOSS_NAME_LittleBriarRose,PARTNERSKILL_LittleBriarRose,TRUE,EPalTribeID::LittleBriarRose,BOSS_LittleBriarRose,-1,,EPalSizeType::XL,1,EPalElementType::Leaf,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,80,80,80,80,100,100,0.2,0.7,10,1140,NotInterested,None,50,100,400,550,250,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1320,0,0,1,0,1,1,0,0,0,2,0,1,0,None,None,None,None,295,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Leaf Pal,PAL_ElementPassive_Test,PAL_ElementPassive_1,PAL_ElementPassive_2,PAL_ElementPassive_3,PAL_ElementPassive_4
Alpha Leezpunk,BOSS_LizardMan,PAL_NAME_LizardMan,BOSS_NAME_LizardMan,PARTNERSKILL_LizardMan,TRUE,EPalTribeID::LizardMan,BOSS_LizardMan,-1,,EPalSizeType::XL,2,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,80,90,80,50,100,100,0.4,0.7,10,1720,Boss,None,100,140,600,800,270,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,TRUE,9,TRUE,TRUE,100,50,1120,0,0,0,0,1,1,0,0,0,0,0,1,0,None,None,None,None,296,FALSE,,,,,,SearchDungeon,10000,11000,13000,16000,20000,,,,,,,,,,,,,,,,,,,,
Alpha Leezpunk Ignis,BOSS_LizardMan_Fire,PAL_NAME_LizardMan_Fire,BOSS_NAME_LizardMan_Fire,PARTNERSKILL_LizardMan_Fire,TRUE,EPalTribeID::LizardMan_Fire,BOSS_LizardMan_Fire,-1,,EPalSizeType::XL,3,EPalElementType::Fire,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,80,90,80,50,100,100,0.2,0.7,10,1640,Boss,None,100,140,400,550,270,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,1140,1,0,0,0,1,1,0,0,0,0,0,1,0,None,None,None,None,297,TRUE,,,,,,SearchDungeon,10000,11000,13000,16000,20000,,,,,,,,,,,,,,,,,,,,
Alpha Blazehowl,BOSS_Manticore,PAL_NAME_Manticore,BOSS_NAME_Manticore,PARTNERSKILL_Manticore,TRUE,EPalTribeID::Manticore,BOSS_Manticore,-1,,EPalSizeType::XL,7,EPalElementType::Fire,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,105,100,110,80,100,100,0.2,0.7,10,4040,Boss,None,90,180,750,1000,465,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,9,TRUE,TRUE,100,50,710,3,0,0,0,0,0,2,0,0,0,0,0,0,None,None,None,None,298,FALSE,,,32,SkillUnlock_Manticore,Saddle,,,,,,,TRUE,Ground,,,,,,,,,,,,,,ElementAddDrop_Leaf_1_PAL,ElementAddDrop_Leaf_2_PAL,ElementAddDrop_Leaf_3_PAL,ElementAddDrop_Leaf_4_PAL,ElementAddDrop_Leaf_5_PAL
Alpha Blazehowl Noct,BOSS_Manticore_Dark,PAL_NAME_Manticore_Dark,BOSS_NAME_Manticore_Dark,PARTNERSKILL_Manticore_Dark,TRUE,EPalTribeID::Manticore_Dark,BOSS_Manticore_Dark,-1,,EPalSizeType::XL,8,EPalElementType::Fire,EPalElementType::Dark,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,105,100,115,80,100,100,0.2,0.7,10,4360,Boss,None,60,90,750,1000,420,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,475,1,7,25,90,1,FALSE,TRUE,9,TRUE,TRUE,100,50,670,3,0,0,0,0,0,2,0,0,0,0,0,0,None,None,None,None,299,TRUE,,,35,SkillUnlock_Manticore_Dark,Saddle,,,,,,,TRUE,Ground,,,,,,,,,,,,,,ElementAddDrop_Normal_1_PAL,ElementAddDrop_Normal_2_PAL,ElementAddDrop_Normal_3_PAL,ElementAddDrop_Normal_4_PAL,ElementAddDrop_Normal_5_PAL
Alpha Tanzee,BOSS_Monkey,PAL_NAME_Monkey,BOSS_NAME_Monkey,PARTNERSKILL_Monkey,TRUE,EPalTribeID::Monkey,BOSS_Monkey,-1,,EPalSizeType::S,1,EPalElementType::Leaf,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,80,100,70,70,100,100,0.4,0.77,10,1280,NotInterested,None,48,48,300,400,174,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1250,0,0,1,0,1,1,1,0,0,0,0,1,0,None,None,None,None,300,FALSE,,,12,SkillUnlock_Monkey,AssaultRifle,AssaultRifle,20,22,26,32,40,,,,,,,,,,,,,,,,,,,,
Alpha Swee,BOSS_MopBaby,PAL_NAME_MopBaby,BOSS_NAME_MopBaby,PARTNERSKILL_MopBaby,TRUE,EPalTribeID::MopBaby,BOSS_MopBaby,-1,,EPalSizeType::S,1,EPalElementType::Ice,EPalElementType::None,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,FALSE,60,100,60,60,100,100,0.4,0.77,10,1110,NotInterested,None,55,100,250,400,175,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1300,0,0,0,0,0,1,0,0,0,0,1,0,0,None,None,None,None,301,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Sweepa,PAL_TribePassive_Test,PAL_TribePassive_1,PAL_TribePassive_2,PAL_TribePassive_3,PAL_TribePassive_4
Alpha Sweepa,BOSS_MopKing,PAL_NAME_MopKing,BOSS_NAME_MopKing,PARTNERSKILL_MopKing,TRUE,EPalTribeID::MopKing,BOSS_MopKing,-1,,EPalSizeType::XL,6,EPalElementType::Ice,EPalElementType::None,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,90,90,100,100,0.4,0.7,10,6000,NotInterested,None,60,120,300,600,210,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,410,0,0,0,0,0,2,0,0,0,0,2,0,0,None,None,None,None,302,FALSE,,,14,SkillUnlock_MopKing,Saddle,,,,,,,TRUE,Ground,,,,,,,,,,,,,,,ATK_up_PartnerSkill_1,ATK_up_PartnerSkill_2,ATK_up_PartnerSkill_3,ATK_up_PartnerSkill_4
Alpha Lunaris,BOSS_Mutant,PAL_NAME_Mutant,BOSS_NAME_Mutant,PARTNERSKILL_Mutant,TRUE,EPalTribeID::Mutant,BOSS_Mutant,-1,,EPalSizeType::XL,6,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,80,100,90,100,100,0.2,0.7,10,1760,Boss,None,80,130,500,650,315,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1110,0,0,0,0,3,1,0,0,0,0,0,1,0,None,None,None,None,303,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,MaxInventoryWeight_up_Partnerskill_4,MaxInventoryWeight_up_Partnerskill_5,MaxInventoryWeight_up_Partnerskill_6,MaxInventoryWeight_up_Partnerskill_7,MaxInventoryWeight_up_Partnerskill_8
Alpha Grintale,BOSS_NaughtyCat,PAL_NAME_NaughtyCat,BOSS_NAME_NaughtyCat,PARTNERSKILL_NaughtyCat,TRUE,EPalTribeID::NaughtyCat,BOSS_NaughtyCat,-1,,EPalSizeType::XL,6,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,110,100,80,80,100,100,0.2,0.7,10,5510,NotInterested,None,32,64,600,900,332,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,300,1,4,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,510,0,0,0,0,0,2,0,0,0,0,0,0,0,None,None,None,None,304,FALSE,,,13,SkillUnlock_NaughtyCat,Saddle,,,,,,,TRUE,Ground,,,,,,,,,,,,,,ElementBoost_Normal_PAL_PartnerSKill_1,ElementBoost_Normal_PAL_PartnerSKill_2,ElementBoost_Normal_PAL_PartnerSKill_3,ElementBoost_Normal_PAL_PartnerSKill_4,ElementBoost_Normal_PAL_PartnerSKill_5
Alpha Depresso,BOSS_NegativeKoala,PAL_NAME_NegativeKoala,BOSS_NAME_NegativeKoala,PARTNERSKILL_NegativeKoala,TRUE,EPalTribeID::NegativeKoala,BOSS_NegativeKoala,-1,,EPalSizeType::M,1,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,70,70,70,70,100,100,0.4,0.7,10,1050,Boss,None,10,10,300,400,100,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,TRUE,9,FALSE,TRUE,100,50,1380,0,0,0,0,1,0,0,1,0,0,0,1,0,None,None,None,None,305,FALSE,,,,,,NightRunner,?,2,3,5,10,,,,,,,,,,,,,,,,,,,,
Alpha Killamari,BOSS_NegativeOctopus,PAL_NAME_NegativeOctopus,BOSS_NAME_NegativeOctopus,PARTNERSKILL_NegativeOctopus,TRUE,EPalTribeID::NegativeOctopus,BOSS_NegativeOctopus,-1,,EPalSizeType::XL,1,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,FALSE,60,100,60,70,100,100,0.4,0.7,10,1200,NotInterested,None,60,120,400,550,260,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,225,1,3,25,90,1,FALSE,TRUE,9,FALSE,TRUE,100,50,1290,0,0,0,0,0,1,0,0,0,0,0,2,0,None,None,None,None,306,FALSE,,,9,SkillUnlock_NegativeOctopus,Gloves,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpha Nox,BOSS_NightFox,PAL_NAME_NightFox,BOSS_NAME_NightFox,PARTNERSKILL_NightFox,TRUE,EPalTribeID::NightFox,BOSS_NightFox,-1,,EPalSizeType::M,6,EPalElementType::Dark,EPalElementType::None,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,75,70,85,70,140,100,0.4,0.7,10,1480,NotInterested,None,30,60,300,500,164,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1180,0,0,0,0,0,1,0,0,0,0,0,0,0,None,None,None,None,307,FALSE,,,,,,,,,,,,,,together,GiveADark,GiveADark,GiveADark,GiveADark,GiveADark,,,,,,,,GiveElement_TrainerATK_UP_PartnerSkill_1,GiveElement_TrainerATK_UP_PartnerSkill_2,GiveElement_TrainerATK_UP_PartnerSkill_3,GiveElement_TrainerATK_UP_PartnerSkill_4,GiveElement_TrainerATK_UP_PartnerSkill_5
Alpha Pengullet,BOSS_Penguin,PAL_NAME_Penguin,BOSS_NAME_Penguin,PARTNERSKILL_Penguin,TRUE,EPalTribeID::Penguin,BOSS_Penguin,-1,,EPalSizeType::M,1,EPalElementType::Ice,EPalElementType::Water,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,70,70,75,70,100,100,0.4,0.63,10,1080,NotInterested,None,30,60,500,650,265,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1350,0,1,0,0,1,0,0,0,0,0,1,1,0,None,None,None,None,308,FALSE,,,17,SkillUnlock_Penguin,Launcher,RocketLauncher,250,285,325,400,500,,,,,,,,,,,,,,,,,,,,
Alpha Cattiva,BOSS_PinkCat,PAL_NAME_PInkCat,BOSS_NAME_PinkCat,PARTNERSKILL_PinkCat,TRUE,EPalTribeID::PinkCat,BOSS_PinkCat,-1,,EPalSizeType::M,1,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,70,70,70,70,100,100,0.4,1.05,10,1000,NotInterested,None,30,60,400,550,160,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1460,0,0,0,0,1,1,0,1,0,0,0,1,0,PAL_ALLAttack_down1,None,None,None,309,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,MaxInventoryWeight_up_Partnerskill_1,MaxInventoryWeight_up_Partnerskill_2,MaxInventoryWeight_up_Partnerskill_3,MaxInventoryWeight_up_Partnerskill_4,MaxInventoryWeight_up_Partnerskill_5
Alpha Lovander,BOSS_PinkLizard,PAL_NAME_PinkLizard,BOSS_NAME_PinkLizard,PARTNERSKILL_PinkLizard,TRUE,EPalTribeID::PinkLizard,BOSS_PinkLizard,-1,,EPalSizeType::XL,5,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,120,70,70,70,140,100,0.2,0.7,10,2450,Boss,None,90,170,750,850,460,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,350,1,5,25,90,1,FALSE,TRUE,9,FALSE,TRUE,100,30,940,0,0,0,0,2,0,0,1,0,2,0,2,0,ElementResist_Normal_1_PAL,None,None,None,311,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,Alive,LifeSteal_1,LifeSteal_2,LifeSteal_3,LifeSteal_4,LifeSteal_5
Alpha Ribunny,BOSS_PinkRabbit,PAL_NAME_PinkRabbit,BOSS_NAME_PinkRabbit,PARTNERSKILL_PinkRabbit,TRUE,EPalTribeID::PinkRabbit,BOSS_PinkRabbit,-1,,EPalSizeType::S,1,EPalElementType::Normal,EPalElementType::None,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,75,100,65,70,100,100,0.2,0.7,10,1160,NotInterested,None,50,100,245,350,172,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,150,1,2,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1310,0,0,0,0,1,1,0,0,0,0,0,1,0,None,None,None,None,312,FALSE,,,,,,,,,,,,,,working at weapon workbench or weapon assembly I/II,CraftSpeed_PartnerSkill_1,CraftSpeed_PartnerSkill_2,CraftSpeed_PartnerSkill_3,CraftSpeed_PartnerSkill_4,CraftSpeed_PartnerSkill_5,,,,,,,Normal Pal,PAL_ElementPassive_Test,PAL_ElementPassive_1,PAL_ElementPassive_2,PAL_ElementPassive_3,PAL_ElementPassive_4
Alpha Gumoss,BOSS_PlantSlime,PAL_NAME_PlantSlime,BOSS_NAME_PlantSlime,PARTNERSKILL_PlantSlime,TRUE,EPalTribeID::PlantSlime,BOSS_PlantSlime,-1,,EPalSizeType::XL,1,EPalElementType::Earth,EPalElementType::Leaf,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,FALSE,70,100,70,70,100,100,0.4,0.91,10,1310,NotInterested,None,50,50,300,400,175,TRUE,FALSE,EPalBattleBGMType::FieldBoss,FALSE,FALSE,100,1,1,25,90,1,FALSE,FALSE,9,FALSE,TRUE,100,50,1240,0,0,1,0,0,0,0,0,0,0,0,0,0,None,None,None,None,313,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,TrainerLogging_up_PartnerSkill_1,TrainerLogging_up_PartnerSkill_2,TrainerLogging_up_PartnerSkill_3,TrainerLogging_up_PartnerSkill_4,TrainerLogging_up_PartnerSkill_5
